Wiki,Metric,Sub-Metric,Editors,Values,Retrieval-Date
Livvi-Karelian (olo),Pages,Articles,Humans,4563,2023-08-01
Livvi-Karelian (olo),Pages,Non-Articles,Bots,38,2023-08-01
Livvi-Karelian (olo),Pages,Non-Articles,Humans,6135,2023-08-01
Livvi-Karelian (olo),Edits,Articles,Bots,5,2023-08-01
Livvi-Karelian (olo),Edits,Articles,Humans,111,2023-08-01
Livvi-Karelian (olo),Edits,Non-Articles,Bots,1,2023-08-01
Livvi-Karelian (olo),Edits,Non-Articles,Humans,115,2023-08-01
Lojban (jbo),Pages,Articles,Bots,3,2023-08-01
Lojban (jbo),Pages,Articles,Humans,1388,2023-08-01
Lojban (jbo),Pages,Non-Articles,Bots,306,2023-08-01
Lojban (jbo),Pages,Non-Articles,Humans,2116,2023-08-01
Lojban (jbo),Edits,Articles,Bots,1,2023-08-01
Lojban (jbo),Edits,Articles,Humans,6,2023-08-01
Lojban (jbo),Edits,Non-Articles,Bots,7,2023-08-01
Lojban (jbo),Edits,Non-Articles,Humans,2,2023-08-01
Lombard (lmo),Pages,Articles,Bots,43619,2023-08-01
Lombard (lmo),Pages,Articles,Humans,28407,2023-08-01
Lombard (lmo),Pages,Non-Articles,Bots,15783,2023-08-01
Lombard (lmo),Pages,Non-Articles,Humans,33981,2023-08-01
Lombard (lmo),Edits,Articles,Bots,2222,2023-08-01
Lombard (lmo),Edits,Articles,Humans,1281,2023-08-01
Lombard (lmo),Edits,Non-Articles,Bots,339,2023-08-01
Lombard (lmo),Edits,Non-Articles,Humans,642,2023-08-01
Low German (nds),Pages,Articles,Bots,1096,2023-08-01
Low German (nds),Pages,Articles,Humans,83153,2023-08-01
Low German (nds),Pages,Non-Articles,Bots,425,2023-08-01
Low German (nds),Pages,Non-Articles,Humans,60516,2023-08-01
Low German (nds),Edits,Articles,Bots,0,2023-08-01
Low German (nds),Edits,Articles,Humans,263,2023-08-01
Low German (nds),Edits,Non-Articles,Bots,10,2023-08-01
Low German (nds),Edits,Non-Articles,Humans,329,2023-08-01
Lower Sorbian (dsb),Pages,Articles,Bots,4,2023-08-01
Lower Sorbian (dsb),Pages,Articles,Humans,3359,2023-08-01
Lower Sorbian (dsb),Pages,Non-Articles,Bots,226,2023-08-01
Lower Sorbian (dsb),Pages,Non-Articles,Humans,6627,2023-08-01
Lower Sorbian (dsb),Edits,Articles,Bots,10,2023-08-01
Lower Sorbian (dsb),Edits,Articles,Humans,19,2023-08-01
Lower Sorbian (dsb),Edits,Non-Articles,Bots,1,2023-08-01
Lower Sorbian (dsb),Edits,Non-Articles,Humans,5,2023-08-01
Luganda (lg),Pages,Articles,Bots,0,2023-08-01
Luganda (lg),Pages,Articles,Humans,4038,2023-08-01
Luganda (lg),Pages,Non-Articles,Bots,194,2023-08-01
Luganda (lg),Pages,Non-Articles,Humans,2028,2023-08-01
Luganda (lg),Edits,Articles,Bots,0,2023-08-01
Luganda (lg),Edits,Articles,Humans,65,2023-08-01
Luganda (lg),Edits,Non-Articles,Bots,4,2023-08-01
Luganda (lg),Edits,Non-Articles,Humans,4,2023-08-01
Luxembourgish (lb),Pages,Articles,Bots,1633,2023-08-01
Luxembourgish (lb),Pages,Articles,Humans,60316,2023-08-01
Luxembourgish (lb),Pages,Non-Articles,Bots,11746,2023-08-01
Luxembourgish (lb),Pages,Non-Articles,Humans,44396,2023-08-01
Luxembourgish (lb),Edits,Articles,Bots,122,2023-08-01
Luxembourgish (lb),Edits,Articles,Humans,2811,2023-08-01
Luxembourgish (lb),Edits,Non-Articles,Bots,11,2023-08-01
Luxembourgish (lb),Edits,Non-Articles,Humans,1085,2023-08-01
Macedonian (mk),Pages,Articles,Bots,18179,2023-08-01
Macedonian (mk),Pages,Articles,Humans,119531,2023-08-01
Macedonian (mk),Pages,Non-Articles,Bots,127120,2023-08-01
Macedonian (mk),Pages,Non-Articles,Humans,192793,2023-08-01
Macedonian (mk),Edits,Articles,Bots,2177,2023-08-01
Macedonian (mk),Edits,Articles,Humans,27001,2023-08-01
Macedonian (mk),Edits,Non-Articles,Bots,30,2023-08-01
Macedonian (mk),Edits,Non-Articles,Humans,9863,2023-08-01
Madurese (mad),Pages,Articles,Bots,0,2023-08-01
Madurese (mad),Pages,Articles,Humans,1149,2023-08-01
Madurese (mad),Pages,Non-Articles,Bots,12,2023-08-01
Madurese (mad),Pages,Non-Articles,Humans,582,2023-08-01
Madurese (mad),Edits,Articles,Bots,0,2023-08-01
Madurese (mad),Edits,Articles,Humans,224,2023-08-01
Madurese (mad),Edits,Non-Articles,Bots,0,2023-08-01
Madurese (mad),Edits,Non-Articles,Humans,98,2023-08-01
Maithili (mai),Pages,Articles,Bots,2,2023-08-01
Maithili (mai),Pages,Articles,Humans,14653,2023-08-01
Maithili (mai),Pages,Non-Articles,Bots,29,2023-08-01
Maithili (mai),Pages,Non-Articles,Humans,23098,2023-08-01
Maithili (mai),Edits,Articles,Bots,2,2023-08-01
Maithili (mai),Edits,Articles,Humans,246,2023-08-01
Maithili (mai),Edits,Non-Articles,Bots,11,2023-08-01
Maithili (mai),Edits,Non-Articles,Humans,191,2023-08-01
Malagasy (mg),Pages,Articles,Bots,85574,2023-08-01
Malagasy (mg),Pages,Articles,Humans,10364,2023-08-01
Malagasy (mg),Pages,Non-Articles,Bots,90235,2023-08-01
Malagasy (mg),Pages,Non-Articles,Humans,6991,2023-08-01
Malagasy (mg),Edits,Articles,Bots,69,2023-08-01
Malagasy (mg),Edits,Articles,Humans,1696,2023-08-01
Malagasy (mg),Edits,Non-Articles,Bots,15,2023-08-01
Malagasy (mg),Edits,Non-Articles,Humans,32,2023-08-01
Malay (ms),Pages,Articles,Bots,58831,2023-08-01
Malay (ms),Pages,Articles,Humans,307954,2023-08-01
Malay (ms),Pages,Non-Articles,Bots,363584,2023-08-01
Malay (ms),Pages,Non-Articles,Humans,235737,2023-08-01
Malay (ms),Edits,Articles,Bots,477,2023-08-01
Malay (ms),Edits,Articles,Humans,26625,2023-08-01
Malay (ms),Edits,Non-Articles,Bots,221,2023-08-01
Malay (ms),Edits,Non-Articles,Humans,5002,2023-08-01
Malayalam (ml),Pages,Articles,Bots,3,2023-08-01
Malayalam (ml),Pages,Articles,Humans,85210,2023-08-01
Malayalam (ml),Pages,Non-Articles,Bots,20713,2023-08-01
Malayalam (ml),Pages,Non-Articles,Humans,284621,2023-08-01
Malayalam (ml),Edits,Articles,Bots,865,2023-08-01
Malayalam (ml),Edits,Articles,Humans,7885,2023-08-01
Malayalam (ml),Edits,Non-Articles,Bots,77,2023-08-01
Malayalam (ml),Edits,Non-Articles,Humans,2328,2023-08-01
Maldivian (dv),Pages,Articles,Bots,0,2023-08-01
Maldivian (dv),Pages,Articles,Humans,4381,2023-08-01
Maldivian (dv),Pages,Non-Articles,Bots,332,2023-08-01
Maldivian (dv),Pages,Non-Articles,Humans,5548,2023-08-01
Maldivian (dv),Edits,Articles,Bots,0,2023-08-01
Maldivian (dv),Edits,Articles,Humans,19,2023-08-01
Maldivian (dv),Edits,Non-Articles,Bots,4,2023-08-01
Maldivian (dv),Edits,Non-Articles,Humans,8,2023-08-01
Maltese (mt),Pages,Articles,Bots,0,2023-08-01
Maltese (mt),Pages,Articles,Humans,5481,2023-08-01
Maltese (mt),Pages,Non-Articles,Bots,778,2023-08-01
Maltese (mt),Pages,Non-Articles,Humans,10747,2023-08-01
Maltese (mt),Edits,Articles,Bots,0,2023-08-01
Maltese (mt),Edits,Articles,Humans,654,2023-08-01
Maltese (mt),Edits,Non-Articles,Bots,9,2023-08-01
Maltese (mt),Edits,Non-Articles,Humans,103,2023-08-01
Manx (gv),Pages,Articles,Bots,0,2023-08-01
Manx (gv),Pages,Articles,Humans,5999,2023-08-01
Manx (gv),Pages,Non-Articles,Bots,547,2023-08-01
Manx (gv),Pages,Non-Articles,Humans,13827,2023-08-01
Manx (gv),Edits,Articles,Bots,0,2023-08-01
Manx (gv),Edits,Articles,Humans,61,2023-08-01
Manx (gv),Edits,Non-Articles,Bots,1,2023-08-01
Manx (gv),Edits,Non-Articles,Humans,31,2023-08-01
Marathi (mr),Pages,Articles,Bots,4219,2023-08-01
Marathi (mr),Pages,Articles,Humans,89630,2023-08-01
Marathi (mr),Pages,Non-Articles,Bots,19991,2023-08-01
Marathi (mr),Pages,Non-Articles,Humans,111653,2023-08-01
Marathi (mr),Edits,Articles,Bots,1660,2023-08-01
Marathi (mr),Edits,Articles,Humans,4646,2023-08-01
Marathi (mr),Edits,Non-Articles,Bots,13252,2023-08-01
Marathi (mr),Edits,Non-Articles,Humans,803,2023-08-01
Mazanderani (mzn),Pages,Articles,Bots,7701,2023-08-01
Mazanderani (mzn),Pages,Articles,Humans,9278,2023-08-01
Mazanderani (mzn),Pages,Non-Articles,Bots,1093,2023-08-01
Mazanderani (mzn),Pages,Non-Articles,Humans,8850,2023-08-01
Mazanderani (mzn),Edits,Articles,Bots,37,2023-08-01
Mazanderani (mzn),Edits,Articles,Humans,1015,2023-08-01
Mazanderani (mzn),Edits,Non-Articles,Bots,18,2023-08-01
Mazanderani (mzn),Edits,Non-Articles,Humans,318,2023-08-01
Meadow Mari (mhr),Pages,Articles,Bots,1810,2023-08-01
Meadow Mari (mhr),Pages,Articles,Humans,9388,2023-08-01
Meadow Mari (mhr),Pages,Non-Articles,Bots,212,2023-08-01
Meadow Mari (mhr),Pages,Non-Articles,Humans,11981,2023-08-01
Meadow Mari (mhr),Edits,Articles,Bots,13,2023-08-01
Meadow Mari (mhr),Edits,Articles,Humans,875,2023-08-01
Meadow Mari (mhr),Edits,Non-Articles,Bots,7,2023-08-01
Meadow Mari (mhr),Edits,Non-Articles,Humans,273,2023-08-01
Meitei (mni),Pages,Articles,Bots,0,2023-08-01
Meitei (mni),Pages,Articles,Humans,10891,2023-08-01
Meitei (mni),Pages,Non-Articles,Bots,2,2023-08-01
Meitei (mni),Pages,Non-Articles,Humans,4295,2023-08-01
Meitei (mni),Edits,Articles,Bots,1,2023-08-01
Meitei (mni),Edits,Articles,Humans,218,2023-08-01
Meitei (mni),Edits,Non-Articles,Bots,33,2023-08-01
Meitei (mni),Edits,Non-Articles,Humans,16,2023-08-01
Minangkabau (min),Pages,Articles,Bots,1116,2023-08-01
Minangkabau (min),Pages,Articles,Humans,225933,2023-08-01
Minangkabau (min),Pages,Non-Articles,Bots,224312,2023-08-01
Minangkabau (min),Pages,Non-Articles,Humans,11774,2023-08-01
Minangkabau (min),Edits,Articles,Bots,257581,2023-08-01
Minangkabau (min),Edits,Articles,Humans,280,2023-08-01
Minangkabau (min),Edits,Non-Articles,Bots,94359,2023-08-01
Minangkabau (min),Edits,Non-Articles,Humans,28060,2023-08-01
Mingrelian (xmf),Pages,Articles,Bots,404,2023-08-01
Mingrelian (xmf),Pages,Articles,Humans,20022,2023-08-01
Mingrelian (xmf),Pages,Non-Articles,Bots,424,2023-08-01
Mingrelian (xmf),Pages,Non-Articles,Humans,11552,2023-08-01
Mingrelian (xmf),Edits,Articles,Bots,3,2023-08-01
Mingrelian (xmf),Edits,Articles,Humans,1795,2023-08-01
Mingrelian (xmf),Edits,Non-Articles,Bots,4,2023-08-01
Mingrelian (xmf),Edits,Non-Articles,Humans,35,2023-08-01
Mirandese (mwl),Pages,Articles,Bots,0,2023-08-01
Mirandese (mwl),Pages,Articles,Humans,4478,2023-08-01
Mirandese (mwl),Pages,Non-Articles,Bots,222,2023-08-01
Mirandese (mwl),Pages,Non-Articles,Humans,5007,2023-08-01
Mirandese (mwl),Edits,Articles,Bots,0,2023-08-01
Mirandese (mwl),Edits,Articles,Humans,39,2023-08-01
Mirandese (mwl),Edits,Non-Articles,Bots,0,2023-08-01
Mirandese (mwl),Edits,Non-Articles,Humans,7,2023-08-01
Moksha (mdf),Pages,Articles,Bots,0,2023-08-01
Moksha (mdf),Pages,Articles,Humans,3868,2023-08-01
Moksha (mdf),Pages,Non-Articles,Bots,183,2023-08-01
Moksha (mdf),Pages,Non-Articles,Humans,9935,2023-08-01
Moksha (mdf),Edits,Articles,Bots,3,2023-08-01
Moksha (mdf),Edits,Articles,Humans,568,2023-08-01
Moksha (mdf),Edits,Non-Articles,Bots,50,2023-08-01
Moksha (mdf),Edits,Non-Articles,Humans,170,2023-08-01
Mon (mnw),Pages,Articles,Bots,0,2023-08-01
Mon (mnw),Pages,Articles,Humans,3232,2023-08-01
Mon (mnw),Pages,Non-Articles,Bots,7,2023-08-01
Mon (mnw),Pages,Non-Articles,Humans,2550,2023-08-01
Mon (mnw),Edits,Articles,Bots,0,2023-08-01
Mon (mnw),Edits,Articles,Humans,273,2023-08-01
Mon (mnw),Edits,Non-Articles,Bots,2,2023-08-01
Mon (mnw),Edits,Non-Articles,Humans,9,2023-08-01
Mongolian (mn),Pages,Articles,Bots,267,2023-08-01
Mongolian (mn),Pages,Articles,Humans,23419,2023-08-01
Mongolian (mn),Pages,Non-Articles,Bots,3452,2023-08-01
Mongolian (mn),Pages,Non-Articles,Humans,63135,2023-08-01
Mongolian (mn),Edits,Articles,Bots,6,2023-08-01
Mongolian (mn),Edits,Articles,Humans,1426,2023-08-01
Mongolian (mn),Edits,Non-Articles,Bots,145,2023-08-01
Mongolian (mn),Edits,Non-Articles,Humans,613,2023-08-01
Moroccan Arabic (ary),Pages,Articles,Bots,965,2023-08-01
Moroccan Arabic (ary),Pages,Articles,Humans,6145,2023-08-01
Moroccan Arabic (ary),Pages,Non-Articles,Bots,25589,2023-08-01
Moroccan Arabic (ary),Pages,Non-Articles,Humans,7425,2023-08-01
Moroccan Arabic (ary),Edits,Articles,Bots,4808,2023-08-01
Moroccan Arabic (ary),Edits,Articles,Humans,1524,2023-08-01
Moroccan Arabic (ary),Edits,Non-Articles,Bots,5435,2023-08-01
Moroccan Arabic (ary),Edits,Non-Articles,Humans,928,2023-08-01
Māori (mi),Pages,Articles,Bots,4949,2023-08-01
Māori (mi),Pages,Articles,Humans,2928,2023-08-01
Māori (mi),Pages,Non-Articles,Bots,550,2023-08-01
Māori (mi),Pages,Non-Articles,Humans,4696,2023-08-01
Māori (mi),Edits,Articles,Bots,4,2023-08-01
Māori (mi),Edits,Articles,Humans,43,2023-08-01
Māori (mi),Edits,Non-Articles,Bots,7,2023-08-01
Māori (mi),Edits,Non-Articles,Humans,349,2023-08-01
N'Ko (nqo),Pages,Articles,Bots,0,2023-08-01
N'Ko (nqo),Pages,Articles,Humans,1585,2023-08-01
N'Ko (nqo),Pages,Non-Articles,Bots,3,2023-08-01
N'Ko (nqo),Pages,Non-Articles,Humans,1507,2023-08-01
N'Ko (nqo),Edits,Articles,Bots,0,2023-08-01
N'Ko (nqo),Edits,Articles,Humans,15,2023-08-01
N'Ko (nqo),Edits,Non-Articles,Bots,0,2023-08-01
N'Ko (nqo),Edits,Non-Articles,Humans,3,2023-08-01
Nahuatl (nah),Pages,Articles,Bots,1,2023-08-01
Nahuatl (nah),Pages,Articles,Humans,6185,2023-08-01
Nahuatl (nah),Pages,Non-Articles,Bots,337,2023-08-01
Nahuatl (nah),Pages,Non-Articles,Humans,4889,2023-08-01
Nahuatl (nah),Edits,Articles,Bots,0,2023-08-01
Nahuatl (nah),Edits,Articles,Humans,43,2023-08-01
Nahuatl (nah),Edits,Non-Articles,Bots,5,2023-08-01
Nahuatl (nah),Edits,Non-Articles,Humans,58,2023-08-01
Navajo (nv),Pages,Articles,Bots,0,2023-08-01
Navajo (nv),Pages,Articles,Humans,22376,2023-08-01
Navajo (nv),Pages,Non-Articles,Bots,150,2023-08-01
Navajo (nv),Pages,Non-Articles,Humans,11960,2023-08-01
Navajo (nv),Edits,Articles,Bots,3,2023-08-01
Navajo (nv),Edits,Articles,Humans,192,2023-08-01
Navajo (nv),Edits,Non-Articles,Bots,3,2023-08-01
Navajo (nv),Edits,Non-Articles,Humans,49,2023-08-01
Neapolitan (nap),Pages,Articles,Bots,8056,2023-08-01
Neapolitan (nap),Pages,Articles,Humans,6800,2023-08-01
Neapolitan (nap),Pages,Non-Articles,Bots,1455,2023-08-01
Neapolitan (nap),Pages,Non-Articles,Humans,5832,2023-08-01
Neapolitan (nap),Edits,Articles,Bots,6,2023-08-01
Neapolitan (nap),Edits,Articles,Humans,97,2023-08-01
Neapolitan (nap),Edits,Non-Articles,Bots,5,2023-08-01
Neapolitan (nap),Edits,Non-Articles,Humans,35,2023-08-01
Nepali (ne),Pages,Articles,Bots,813,2023-08-01
Nepali (ne),Pages,Articles,Humans,31516,2023-08-01
Nepali (ne),Pages,Non-Articles,Bots,6409,2023-08-01
Nepali (ne),Pages,Non-Articles,Humans,54362,2023-08-01
Nepali (ne),Edits,Articles,Bots,26,2023-08-01
Nepali (ne),Edits,Articles,Humans,2374,2023-08-01
Nepali (ne),Edits,Non-Articles,Bots,31,2023-08-01
Nepali (ne),Edits,Non-Articles,Humans,449,2023-08-01
Newar (new),Pages,Articles,Bots,63458,2023-08-01
Newar (new),Pages,Articles,Humans,9591,2023-08-01
Newar (new),Pages,Non-Articles,Bots,46380,2023-08-01
Newar (new),Pages,Non-Articles,Humans,14523,2023-08-01
Newar (new),Edits,Articles,Bots,6,2023-08-01
Newar (new),Edits,Articles,Humans,25,2023-08-01
Newar (new),Edits,Non-Articles,Bots,5,2023-08-01
Newar (new),Edits,Non-Articles,Humans,21,2023-08-01
Nias (nia),Pages,Articles,Bots,0,2023-08-01
Nias (nia),Pages,Articles,Humans,1647,2023-08-01
Nias (nia),Pages,Non-Articles,Bots,2,2023-08-01
Nias (nia),Pages,Non-Articles,Humans,1629,2023-08-01
Nias (nia),Edits,Articles,Bots,0,2023-08-01
Nias (nia),Edits,Articles,Humans,99,2023-08-01
Nias (nia),Edits,Non-Articles,Bots,6,2023-08-01
Nias (nia),Edits,Non-Articles,Humans,16,2023-08-01
Nigerian Pidgin (pcm),Pages,Articles,Bots,0,2023-08-01
Nigerian Pidgin (pcm),Pages,Articles,Humans,1041,2023-08-01
Nigerian Pidgin (pcm),Pages,Non-Articles,Bots,3,2023-08-01
Nigerian Pidgin (pcm),Pages,Non-Articles,Humans,687,2023-08-01
Nigerian Pidgin (pcm),Edits,Articles,Bots,0,2023-08-01
Nigerian Pidgin (pcm),Edits,Articles,Humans,321,2023-08-01
Nigerian Pidgin (pcm),Edits,Non-Articles,Bots,4,2023-08-01
Nigerian Pidgin (pcm),Edits,Non-Articles,Humans,4,2023-08-01
Norfuk (pih),Pages,Articles,Bots,0,2023-08-01
Norfuk (pih),Pages,Articles,Humans,933,2023-08-01
Norfuk (pih),Pages,Non-Articles,Bots,217,2023-08-01
Norfuk (pih),Pages,Non-Articles,Humans,1675,2023-08-01
Norfuk (pih),Edits,Articles,Bots,2,2023-08-01
Norfuk (pih),Edits,Articles,Humans,9,2023-08-01
Norfuk (pih),Edits,Non-Articles,Bots,2,2023-08-01
Norfuk (pih),Edits,Non-Articles,Humans,0,2023-08-01
Norman (nrm),Pages,Articles,Bots,0,2023-08-01
Norman (nrm),Pages,Articles,Humans,4911,2023-08-01
Norman (nrm),Pages,Non-Articles,Bots,409,2023-08-01
Norman (nrm),Pages,Non-Articles,Humans,2530,2023-08-01
Norman (nrm),Edits,Articles,Bots,1,2023-08-01
Norman (nrm),Edits,Articles,Humans,16,2023-08-01
Norman (nrm),Edits,Non-Articles,Bots,3,2023-08-01
Norman (nrm),Edits,Non-Articles,Humans,1,2023-08-01
North Frisian (frr),Pages,Articles,Bots,2,2023-08-01
North Frisian (frr),Pages,Articles,Humans,19251,2023-08-01
North Frisian (frr),Pages,Non-Articles,Bots,90,2023-08-01
North Frisian (frr),Pages,Non-Articles,Humans,11204,2023-08-01
North Frisian (frr),Edits,Articles,Bots,21,2023-08-01
North Frisian (frr),Edits,Articles,Humans,637,2023-08-01
North Frisian (frr),Edits,Non-Articles,Bots,30,2023-08-01
North Frisian (frr),Edits,Non-Articles,Humans,159,2023-08-01
Northern Sámi (se),Pages,Articles,Bots,1451,2023-08-01
Northern Sámi (se),Pages,Articles,Humans,6595,2023-08-01
Northern Sámi (se),Pages,Non-Articles,Bots,1229,2023-08-01
Northern Sámi (se),Pages,Non-Articles,Humans,9567,2023-08-01
Northern Sámi (se),Edits,Articles,Bots,4,2023-08-01
Northern Sámi (se),Edits,Articles,Humans,22,2023-08-01
Northern Sámi (se),Edits,Non-Articles,Bots,6,2023-08-01
Northern Sámi (se),Edits,Non-Articles,Humans,9,2023-08-01
Northern Sotho (nso),Pages,Articles,Bots,0,2023-08-01
Northern Sotho (nso),Pages,Articles,Humans,8651,2023-08-01
Northern Sotho (nso),Pages,Non-Articles,Bots,116,2023-08-01
Northern Sotho (nso),Pages,Non-Articles,Humans,1703,2023-08-01
Northern Sotho (nso),Edits,Articles,Bots,0,2023-08-01
Northern Sotho (nso),Edits,Articles,Humans,66,2023-08-01
Northern Sotho (nso),Edits,Non-Articles,Bots,2,2023-08-01
Northern Sotho (nso),Edits,Non-Articles,Humans,62,2023-08-01
Norwegian (Bokmål) (no),Pages,Articles,Bots,8446,2023-08-01
Norwegian (Bokmål) (no),Pages,Articles,Humans,605540,2023-08-01
Norwegian (Bokmål) (no),Pages,Non-Articles,Bots,177360,2023-08-01
Norwegian (Bokmål) (no),Pages,Non-Articles,Humans,596215,2023-08-01
Norwegian (Bokmål) (no),Edits,Articles,Bots,4171,2023-08-01
Norwegian (Bokmål) (no),Edits,Articles,Humans,42206,2023-08-01
Norwegian (Bokmål) (no),Edits,Non-Articles,Bots,4391,2023-08-01
Norwegian (Bokmål) (no),Edits,Non-Articles,Humans,9829,2023-08-01
Norwegian (Nynorsk) (nn),Pages,Articles,Bots,1761,2023-08-01
Norwegian (Nynorsk) (nn),Pages,Articles,Humans,164454,2023-08-01
Norwegian (Nynorsk) (nn),Pages,Non-Articles,Bots,5116,2023-08-01
Norwegian (Nynorsk) (nn),Pages,Non-Articles,Humans,115780,2023-08-01
Norwegian (Nynorsk) (nn),Edits,Articles,Bots,10,2023-08-01
Norwegian (Nynorsk) (nn),Edits,Articles,Humans,4534,2023-08-01
Norwegian (Nynorsk) (nn),Edits,Non-Articles,Bots,44,2023-08-01
Norwegian (Nynorsk) (nn),Edits,Non-Articles,Humans,456,2023-08-01
Novial (nov),Pages,Articles,Bots,65,2023-08-01
Novial (nov),Pages,Articles,Humans,1566,2023-08-01
Novial (nov),Pages,Non-Articles,Bots,266,2023-08-01
Novial (nov),Pages,Non-Articles,Humans,2212,2023-08-01
Novial (nov),Edits,Articles,Bots,2,2023-08-01
Novial (nov),Edits,Articles,Humans,9,2023-08-01
Novial (nov),Edits,Non-Articles,Bots,2,2023-08-01
Novial (nov),Edits,Non-Articles,Humans,2,2023-08-01
Occitan (oc),Pages,Articles,Bots,37271,2023-08-01
Occitan (oc),Pages,Articles,Humans,51904,2023-08-01
Occitan (oc),Pages,Non-Articles,Bots,4407,2023-08-01
Occitan (oc),Pages,Non-Articles,Humans,42020,2023-08-01
Occitan (oc),Edits,Articles,Bots,104,2023-08-01
Occitan (oc),Edits,Articles,Humans,3638,2023-08-01
Occitan (oc),Edits,Non-Articles,Bots,41,2023-08-01
Occitan (oc),Edits,Non-Articles,Humans,416,2023-08-01
Odia (or),Pages,Articles,Bots,3146,2023-08-01
Odia (or),Pages,Articles,Humans,13907,2023-08-01
Odia (or),Pages,Non-Articles,Bots,8723,2023-08-01
Odia (or),Pages,Non-Articles,Humans,28301,2023-08-01
Odia (or),Edits,Articles,Bots,179,2023-08-01
Odia (or),Edits,Articles,Humans,2407,2023-08-01
Odia (or),Edits,Non-Articles,Bots,23,2023-08-01
Odia (or),Edits,Non-Articles,Humans,484,2023-08-01
Old Church Slavonic (cu),Pages,Articles,Bots,1,2023-08-01
Old Church Slavonic (cu),Pages,Articles,Humans,1228,2023-08-01
Old Church Slavonic (cu),Pages,Non-Articles,Bots,177,2023-08-01
Old Church Slavonic (cu),Pages,Non-Articles,Humans,2750,2023-08-01
Old Church Slavonic (cu),Edits,Articles,Bots,1,2023-08-01
Old Church Slavonic (cu),Edits,Articles,Humans,70,2023-08-01
Old Church Slavonic (cu),Edits,Non-Articles,Bots,2,2023-08-01
Old Church Slavonic (cu),Edits,Non-Articles,Humans,9,2023-08-01
Old English (ang),Pages,Articles,Bots,0,2023-08-01
Old English (ang),Pages,Articles,Humans,4105,2023-08-01
Old English (ang),Pages,Non-Articles,Bots,610,2023-08-01
Old English (ang),Pages,Non-Articles,Humans,7176,2023-08-01
Old English (ang),Edits,Articles,Bots,4,2023-08-01
Old English (ang),Edits,Articles,Humans,245,2023-08-01
Old English (ang),Edits,Non-Articles,Bots,8,2023-08-01
Old English (ang),Edits,Non-Articles,Humans,52,2023-08-01
Oromo (om),Pages,Articles,Bots,0,2023-08-01
Oromo (om),Pages,Articles,Humans,1736,2023-08-01
Oromo (om),Pages,Non-Articles,Bots,230,2023-08-01
Oromo (om),Pages,Non-Articles,Humans,1930,2023-08-01
Oromo (om),Edits,Articles,Bots,5,2023-08-01
Oromo (om),Edits,Articles,Humans,393,2023-08-01
Oromo (om),Edits,Non-Articles,Bots,2,2023-08-01
Oromo (om),Edits,Non-Articles,Humans,25,2023-08-01
Ossetian (os),Pages,Articles,Bots,2478,2023-08-01
Ossetian (os),Pages,Articles,Humans,14857,2023-08-01
Ossetian (os),Pages,Non-Articles,Bots,2414,2023-08-01
Ossetian (os),Pages,Non-Articles,Humans,27190,2023-08-01
Ossetian (os),Edits,Articles,Bots,9,2023-08-01
Ossetian (os),Edits,Articles,Humans,3360,2023-08-01
Ossetian (os),Edits,Non-Articles,Bots,6,2023-08-01
Ossetian (os),Edits,Non-Articles,Humans,551,2023-08-01
Pa'O (blk),Pages,Articles,Bots,0,2023-08-01
Pa'O (blk),Pages,Articles,Humans,2905,2023-08-01
Pa'O (blk),Pages,Non-Articles,Bots,738,2023-08-01
Pa'O (blk),Pages,Non-Articles,Humans,1901,2023-08-01
Pa'O (blk),Edits,Articles,Bots,1,2023-08-01
Pa'O (blk),Edits,Articles,Humans,439,2023-08-01
Pa'O (blk),Edits,Non-Articles,Bots,78,2023-08-01
Pa'O (blk),Edits,Non-Articles,Humans,119,2023-08-01
Paiwan (pwn),Pages,Articles,Bots,0,2023-08-01
Paiwan (pwn),Pages,Articles,Humans,389,2023-08-01
Paiwan (pwn),Pages,Non-Articles,Bots,2,2023-08-01
Paiwan (pwn),Pages,Non-Articles,Humans,105,2023-08-01
Paiwan (pwn),Edits,Articles,Bots,0,2023-08-01
Paiwan (pwn),Edits,Articles,Humans,4,2023-08-01
Paiwan (pwn),Edits,Non-Articles,Bots,0,2023-08-01
Paiwan (pwn),Edits,Non-Articles,Humans,3,2023-08-01
Palatine German (pfl),Pages,Articles,Bots,1,2023-08-01
Palatine German (pfl),Pages,Articles,Humans,2757,2023-08-01
Palatine German (pfl),Pages,Non-Articles,Bots,79,2023-08-01
Palatine German (pfl),Pages,Non-Articles,Humans,2564,2023-08-01
Palatine German (pfl),Edits,Articles,Bots,4,2023-08-01
Palatine German (pfl),Edits,Articles,Humans,98,2023-08-01
Palatine German (pfl),Edits,Non-Articles,Bots,5,2023-08-01
Palatine German (pfl),Edits,Non-Articles,Humans,36,2023-08-01
Pali (pi),Pages,Articles,Bots,2532,2023-08-01
Pali (pi),Pages,Articles,Humans,660,2023-08-01
Pali (pi),Pages,Non-Articles,Bots,180,2023-08-01
Pali (pi),Pages,Non-Articles,Humans,1138,2023-08-01
Pali (pi),Edits,Articles,Bots,0,2023-08-01
Pali (pi),Edits,Articles,Humans,5,2023-08-01
Pali (pi),Edits,Non-Articles,Bots,14,2023-08-01
Pali (pi),Edits,Non-Articles,Humans,6,2023-08-01
Pangasinan (pag),Pages,Articles,Bots,0,2023-08-01
Pangasinan (pag),Pages,Articles,Humans,2671,2023-08-01
